2.0;2.0
5.0;4.0
2.0;7.0
8.0;2.0
1.0;5.0
4.0;7.0
5.0;8.0
6.0;2.0
8.0;6.0
3.0;8.0
4.46220834494359;3.817826780345901
1.1310287057501;5.956836111623916
4.24513416434118;3.112164989528635
6.8416366767806664;2.7963724262457816
1.197488283990265;1.843057317413864
8.584371445238716;2.4203573722039113
0.6020725346073412;4.694263721488762
4.08245391400513;7.753291663060808
5.671217340245196;1.256254515096768
2.8225514426303144;7.685248243958838
4.376823449836999;3.3996200705124844
1.1053785833837204;5.610496270452783
4.830329231826369;3.200748505404272
1.3020026711942387;5.16912113710455
4.677661355979185;3.7976707296451497
5.214565980609224;4.259542397363515
4.551374340308622;3.654557652304131
1.3786137803119625;5.4298703128205705
4.918083411305034;3.282690726592952
1.863943000303463;5.827330627838464
